Category,Title,Company,URL,Grade,Salary_min,Salary_max,Skills,City_List,Is_Remote
Python,Senior Platform Software Engineer,Preply,https://jobs.dou.ua/companies/preply/vacancies/342343/,Senior,,,Not Specified,['Київ'],False
Python,Senior Software Developer (Python),NDA-M,https://jobs.dou.ua/companies/nda-m/vacancies/344159/,Senior,,,Not Specified,['Київ'],False
Python,Middle C++/Python Engineer,MB Digital,https://jobs.dou.ua/companies/mb-digital/vacancies/353321/,Middle,,,Not Specified,['Львів'],False
Python,Software Developer (Python with Odoo),NDA-M,https://jobs.dou.ua/companies/nda-m/vacancies/327108/,Not Specified,,,Not Specified,['Київ'],False
Python,Senior Python Engineer (travel to the Netherlands required),WeAreBrain,https://jobs.dou.ua/companies/brain-agency/vacancies/353286/,Senior,,,Not Specified,['Remote Only'],True
Python,Senior Software/Data Engineer (Python + Distributed systems),KITRUM,https://jobs.dou.ua/companies/kitrum/vacancies/353268/,Senior,,,Not Specified,['Київ'],True
Python,Senior Automation QA Engineer (Python),EveryMatrix,https://jobs.dou.ua/companies/everymatrix-ltd/vacancies/353245/,Senior,,,Not Specified,['Львів'],False
Python,Middle Strong Backend Engineer (Python / FastAPI / PostgreSQL),Easy Decision Recruitment Agency,https://jobs.dou.ua/companies/easy-decision-recruitment-agency/vacancies/353229/,Middle,2000.0,3000.0,"fastapi, sql, postgresql",['Remote Only'],True
Python,AI Software Engineer (Python),All Right,https://jobs.dou.ua/companies/allright/vacancies/348304/,Not Specified,,,Not Specified,['Remote Only'],True
Python,Senior Full-Stack developer,Makeberry,https://jobs.dou.ua/companies/makeberry/vacancies/353202/,Senior,,,Not Specified,['Remote Only'],True
Python,Automation QA Engineer (Python),King Group,https://jobs.dou.ua/companies/king-group/vacancies/353164/,Not Specified,,,Not Specified,['Київ'],False
Python,Senior Python Software Engineer,Farsight Vision,https://jobs.dou.ua/companies/farsight-vision/vacancies/330480/,Senior,,,Not Specified,['Remote Only'],True
Python,Senior Java + Python Engineer (#4884),N-iX,https://jobs.dou.ua/companies/n-ix/vacancies/261520/,Senior,,,Not Specified,"['Київ', 'Львів', 'Дніпро', 'Івано-Франківськ', 'Вінниця', 'Тернопіль']",True
Python,Senior Python Engineer (with Go knowledge) (#4763),N-iX,https://jobs.dou.ua/companies/n-ix/vacancies/255010/,Senior,,,Not Specified,['Remote Only'],True
Python,Senior Java Engineer with Python experience (#5044),N-iX,https://jobs.dou.ua/companies/n-ix/vacancies/258398/,Senior,,,Not Specified,"['Київ', 'Львів', 'Дніпро', 'Івано-Франківськ', 'Вінниця', 'Тернопіль']",True
Python,Senior/Lead Backend Developer,Bell & Holmes,https://jobs.dou.ua/companies/bell-and-holmes/vacancies/353094/,Senior,,,Not Specified,['Remote Only'],True
